14.138,26.699
13.943,26.079
15.967,24.527
16.065,24.072
15.913,26.24
15.027,24.974
15.312,24.888
15.468,23.626
14.57,22.346
16.955,24.119
14.066,26.419
14.262,24.506
15.029,24.145
15.082,24.647
13.917,25.7
13.722,24.223
14.266,22.612
14.631,24.274
14.977,26.113
13.7,26.334
14.293,26.156
14.525,25.468
13.933,25.179
15.995,23.933
15.515,25.71
14.65,24.234
16.586,25.473
16.159,23.631
14.862,24.881
16.027,26.256
14.78,24.691
14.524,25.407
14.15,24.932
16.337,24.579
16.545,25.255
16.073,24.498
14.862,25.572
16.349,24.299
14.895,24.194
15.211,24.569
14.967,25.976
14.563,25.488
15.279,25.912
15.259,27.173
13.984,24.64
15.153,24.452
17.641,25.854
15.496,24.816
16.467,25.59
15.289,25.737
14.615,25.828
14.793,24.876
13.578,26.955
14.223,24.861
15.835,23.494
15.571,24.37
14.824,25.79
17.772,26.402
16.759,24.643
14.972,26.728
14.861,25.142
15.67,24.472
14.468,26.021
16.087,24.65
15.24,23.79
15.496,22.095
13.807,25.738
15.155,25.543
